,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,grade_level
150,GP,M,18,U,LE3,T,1,1,other,other,course,mother,1.0,1.0,3,no,no,no,no,yes,no,yes,yes,2,3.0,5,2,5,4.0,0,6.0,5.0,0,low
151,GP,M,16,U,LE3,T,2,1,at_home,other,course,mother,1.0,1.0,1,no,no,no,yes,yes,yes,no,yes,4,4.0,4,3,5,5.0,6,12.0,13.0,14,high
152,GP,F,15,R,GT3,T,3,3,services,services,reputation,other,,3.0,2,NO,YES,YES,YES,YES,YES,YES,YES,4,2.0,1,2,3,3.0,8,10.0,10.0,10,medium
153,GP,M,19,U,GT3,T,3,2,services,at_home,home,mother,1.0,1.0,3,no,yes,no,no,yes,no,yes,yes,4,5.0,4,1,1,4.0,0,5.0,,0,low
154,GP,F,17,U,GT3,T,4,4,other,teacher,course,mother,1.0,1.0,0,YES,YES,NO,NO,YES,YES,NO,YES,4,2.0,1,1,1,4.0,0,,11.0, 12 ,medium
155,GP,M,15,R,GT3,T,2,3,at_home,services,course,mother,1.0,2.0,0, yes , no , yes , yes , yes , yes , no , no ,4,4.0,4,1,1,1.0,2,11.0,8.0,8,low
156,GP,M,17,R,LE3,T,1,2,other,other,reputation,mother,1.0,1.0,0,no,no,no,no,yes,yes,no,no,2,2.0,2,3,3,5.0,8,16.0,12.0,13,medium
157,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3.0,1.0,3,no,yes,no,yes,no,yes,no,no,5,2.0,5,1,5,4.0,?,9.0,8.0, 10 ,medium
158,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3.0,1.0,0,no,no,no,no,no,yes,no,no,4,2.0,2,1,2,3.0,2,17.0,15.0,15,high
159,GP,M,16,U,GT3,T,3,3,other,services,course,father,,2.0,1, no , yes , yes , no , yes , yes , yes , yes ,4,5.0,5,4,4,5.0,4,10.0,12.0,12,medium
160,GP,M,17,R,LE3,T,2,1,at_home,other,course,mother,2.0,1.0,2,no,no,no,yes,yes,no,yes,yes,3,3.0,2,2,2,5.0,0,7.0,6.0,0,low
161,GP,M, 15 ,R,GT3,T,3,2,other,other,course,mother,2.0,2.0,2,yes,yes,no,no,yes,yes,yes,yes,4,4.0,4,1,4,3.0,6,5.0,9.0,7,low
162,GP,M,16,U,LE3,T,1,2,other,other,course,mother,2.0,1.0,1,no,no,no,yes,yes,yes,no,no,4,4.0,4,2,4,5.0,0,7.0,,0,low
163,GP,M,17,U,GT3,T,1,3,at_home,services,course,father,1.0,,0,no,no,no,no,yes,no,yes,no,5,3.0,3,3,5,2.0,6,10.0,10.0,10,medium
164,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4.0,2.0,3,no,no,no,yes,yes,no,no,yes,5,3.0,5,1,5,5.0,0,5.0,8.0,7,low
165,GP,M, 16 ,U,GT3,T,3,2,services,services,course,mother,,1.0,1, no , yes , no , yes , no , no , no , no ,4,5.0,2,1,1,2.0,16,12.0,,12,medium
166,GP,M,16,U,GT3,T,2,2,other,other,course,father,1.0,2.0,0,no,no,no,no,yes,no,yes,no,4,3.0,5,2,4,4.0,4,10.0,10.0, 10 , medium 
167,GP,F,16,U,GT3,T,4,2,health,services,home,father,1.0,2.0,0,no,no,yes,no,yes,yes,yes,yes,4,2.0,3,1,1,3.0,0,14.0,15.0,16,high
168,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1.0,2.0,0,no,yes,yes,no,no,yes,yes,no,5,1.0,5,1,1,4.0,0,6.0,7.0,0,low
169,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1.0,2.0,0,no,yes,yes,no,yes,yes,yes,yes,4,4.0,2,1,1,3.0,0,14.0,14.0,14,high
170,GP,M,16,U,GT3,T,3,4,other,other,course,father,3.0,1.0,2,no,yes,no,yes,no,yes,yes,no,3,4.0,5,2,4,,0,6.0,5.0,0,low
171,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2.0,2.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,3.0,2,1,1,3.0,2,13.0,15.0,16,high
172,GP,M, 17 ,U,LE3,T,4,4,teacher,other,reputation,mother,,2.0,0,no,yes,yes,yes,yes,yes,yes,no,4,4.0,4,1,3,5.0,0,13.0,11.0,10,MEDIUM
173,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1.0,2.0,3, no , no , no , yes , no , yes , yes , yes ,4,3.0,5,1,1,3.0,0,8.0,7.0,0,low
174,GP,F, 16 ,U,LE3,T,3,3,other,other,reputation,mother,2.0,2.0,0,NO,YES,YES,YES,YES,YES,YES,NO,4,4.0,5,3,3,4.0,12,10.0,11.0,9,low
175,GP,M,17,U,LE3,T,4,3,teacher,other,course,mother,2.0,,0,no,no,yes,yes,yes,yes,yes,no,4,4.0,4,4,4,4.0,?,10.0,9.0,9,low
176,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2.0,2.0,0,no,no,yes,yes,no,yes,yes,no,3,4.0,4,1,4,5.0,?,13.0,13.0,11, medium 
177,GP,M,17,U,GT3,T,3,3,other,other,reputation,father,1.0,2.0,0,no,no,no,yes,no,yes,yes,no,4,3.0,4,1,4,4.0,4,6.0,5.0,6,low
178,GP,M,16,R,GT3,T,4,2,teacher,services,other,mother,1.0,1.0,0,no,yes,no,yes,yes,yes,yes,yes,4,3.0,3,3,4,,10,10.0,8.0,9,low
179,GP,M,17,U,GT3,T,4,3,other,other,course,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,yes,5,2.0,3,1,1,2.0,4,10.0,10.0,11,medium
180,GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,3,4.0,3,2,3,3.0,?,9.0,8.0,8,low
181,GP,M,16,U,GT3,T,3,3,services,other,home,mother,1.0,2.0,0,no,no,yes,yes,yes,yes,yes,yes,4,,3,1,2,3.0,?,12.0,13.0,12,medium
182,GP,F,17,U,GT3,T,2,4,services,services,reputation,father,1.0,2.0,0,no,yes,no,yes,yes,yes,no,no,5,4.0,2,2,3,5.0,0,16.0,17.0,17,high
183,GP,F,17,U,LE3,T,3,3,other,other,reputation,mother,1.0,2.0,0,NO,YES,NO,YES,YES,YES,YES,YES,5,3.0,3,2,3,1.0,56,9.0,,8,LOW
184,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1.0,2.0,0, no , yes , yes , no , yes , yes , yes , no ,1,2.0,2,1,2,1.0,14,12.0,,12,medium
185,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,yes,4,3.0,4,2,3,,12,12.0,12.0,11,MEDIUM
186,GP,M, 16 ,U,GT3,T,1,2,services,services,other,mother,1.0,1.0,0,no,yes,yes,yes,yes,yes,yes,yes,3,3.0,3,1,2,3.0,2,11.0,12.0,11,medium
187,GP,M,16,U,LE3,T,2,1,other,other,course,mother,1.0,,0,NO,NO,YES,YES,YES,YES,YES,YES,4,2.0,3,1,2,5.0,0,15.0,15.0,15,high
188,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1.0,2.0,0,NO,YES,NO,NO,NO,YES,YES,YES,3,3.0,3,1,3,3.0,6,8.0,7.0,9,low
189,GP,M, 17 ,R,GT3,T,1,2,at_home,other,home,mother,1.0,2.0,0, no , no , no , no , yes , yes , no , no ,3,1.0,3,1,5,3.0,4,8.0,9.0,10,MEDIUM
190,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1.0,2.0,0,no,no,no,no,yes,yes,yes,no,4,3.0,3,1,1,,10,11.0,12.0,13,medium
191,GP,F,17,U,GT3,T,1,1,at_home,services,course,mother,1.0,2.0,0,,,,,,,,,5,3.0,3,1,1,3.0,0,8.0,8.0,9,low
192,GP,M,17,U,GT3,T,1,2,at_home,services,other,other,2.0,2.0,0,no,no,yes,yes,no,yes,yes,no,4,4.0,4,4,5,5.0,12,7.0,8.0,8,low
193,GP,M,16,R,GT3,T,3,3,services,services,reputation,mother,1.0,1.0,0,no,yes,no,yes,yes,yes,yes,no,4,3.0,2,3,4,5.0,8,8.0,9.0, 10 ,medium
194,GP,M,16,U,GT3,T,2,3,other,other,home,father,,1.0,0,NO,NO,NO,NO,YES,YES,YES,NO,5,3.0,3,1,1,3.0,0,13.0,14.0,14,high
195,GP,F,17,U,LE3,T,2,4,services,services,course,father,1.0,2.0,0, no , no , no , yes , yes , yes , yes , yes ,4,3.0,2,1,1,5.0,0,14.0,15.0,15,high
196,GP,M,17,U,GT3,T,4,4,services,teacher,home,mother,1.0,1.0,0,no,no,no,no,yes,yes,yes,no,5,2.0,3,1,2,,4,17.0,15.0,16,HIGH
197,GP,M, 16 ,R,LE3,T,3,3,teacher,other,home,father,3.0,1.0,0,no,yes,yes,yes,yes,yes,yes,no,3,,4,3,5,3.0,8,9.0,9.0, 10 ,MEDIUM
198,GP,F,17,U,GT3,T,4,4,services,teacher,home,mother,2.0,1.0,1,no,yes,no,no,yes,yes,yes,no,4,2.0,4,2,3,2.0,24,18.0,,18,high
199,GP,F,16,U,LE3,T,4,4,teacher,teacher,reputation,mother,,2.0,0, no , yes , yes , no , yes , yes , yes , no ,4,5.0,2,1,2,3.0,0,,9.0,10, medium 
200,GP,F,16,U,GT3,T,4,3,health,other,home,mother,1.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,3.0,5,1,5,,2,16.0,16.0,16,high
201,GP,F, 16 ,U,GT3,T,2,3,other,other,reputation,mother,1.0,2.0,0,yes,yes,yes,yes,yes,yes,no,no,4,4.0,3,1,3,4.0,6,8.0,10.0,10,medium
202,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1.0,2.0,0,no,yes,yes,no,no,yes,no,no,4,4.0,4,1,3,1.0,4,9.0,9.0,10,medium
203,GP,F,17,R,GT3,T,2,2,other,other,reputation,mother,1.0,1.0,0,no,yes,no,no,yes,yes,yes,no,5,3.0,2,1,2,3.0,18,7.0,,6,low
204,GP,F,16,R,GT3,T,2,2,services,services,reputation,mother,2.0,,0,no,yes,yes,yes,no,yes,yes,no,5,3.0,5,1,1,,6,10.0,10.0,11,MEDIUM
205,GP,F,17,U,GT3,T,3,4,at_home,services,home,mother,1.0,3.0,1,,,,,,,,,4,4.0,3,3,4,5.0,28,10.0,,9,low
206,GP,F,16,U,GT3,A,3,1,services,other,course,mother,1.0,2.0,3,no,yes,yes,no,yes,yes,yes,no,2,3.0,3,2,2,4.0,5,7.0,7.0,7,low
207,GP,F,16,U,GT3,T,4,3,teacher,other,other,mother,1.0,2.0,0,NO,NO,YES,YES,YES,YES,YES,YES,1,,2,1,1,1.0,10,11.0,12.0,13,medium
208,GP,F,16,U,GT3,T,1,1,at_home,other,home,mother,2.0,1.0,0,no,yes,yes,no,yes,yes,no,no,4,3.0,2,1,4,,6,9.0,9.0,10,medium
209,GP,F,17,R,GT3,T,4,3,teacher,other,reputation,mother,2.0,3.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,4.0,2,1,1,4.0,6,7.0,7.0,7,LOW
210,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1.0,4.0,0,,,,,,,,,4,,3,1,2,3.0,10,,8.0,8,low
211,GP,M,17,U,LE3,T,4,4,services,other,home,mother,1.0,2.0,0,NO,YES,YES,NO,YES,YES,YES,YES,5,3.0,5,4,5,3.0,13,12.0,,13,medium
212,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1.0,2.0,0,yes,yes,yes,no,yes,yes,yes,no,3,3.0,4,1,1,4.0,0,12.0,13.0,14,high
213,GP,M, 18 ,U,GT3,T,2,2,services,other,home,mother,1.0,2.0,1,no,yes,yes,yes,yes,yes,yes,no,4,4.0,4,2,4,5.0,15,6.0,,8,low
214,GP,F,17,R,LE3,T,4,4,services,other,other,mother,1.0,1.0,0, NO , YES , YES , NO , YES , YES , NO , NO ,5,2.0,1,1,2,3.0,12,8.0,10.0,10,medium
215,GP,F,17,U,LE3,T,3,2,other,other,reputation,mother,2.0,2.0,0,no,no,yes,no,yes,yes,yes,no,4,4.0,4,1,3,1.0,2,14.0,15.0,15,high
216,GP,F,17,U,GT3,T,4,3,other,other,reputation,mother,1.0,2.0,2,no,no,yes,no,yes,yes,yes,yes,3,4.0,5,2,4,,22,6.0,,4,low
217,GP,M,18,U,LE3,T,3,3,services,health,home,father,1.0,2.0,1,no,yes,yes,no,yes,yes,yes,no,3,2.0,4,2,4,4.0,13,6.0,,8,low
218,GP,F,17,U,GT3,T,2,3,at_home,other,home,father,2.0,1.0,0,NO,YES,YES,NO,YES,YES,NO,NO,3,3.0,3,1,4,3.0,3,7.0,7.0,8,low
219,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1.0,3.0,0,NO,YES,YES,YES,YES,YES,YES,NO,4,3.0,3,1,1,4.0,4,9.0,10.0,10,medium
220,GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2.0,2.0,0,no,yes,no,yes,yes,yes,yes,no,4,2.0,5,1,2,5.0,2,6.0,6.0, 6 ,low
221,GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1.0,3.0,1,no,yes,no,yes,yes,yes,no,yes,4,3.0,4,1,1,5.0,0,6.0,5.0,0,LOW
222,GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1.0,2.0,0,yes,no,no,no,yes,yes,yes,no,2,3.0,1,1,1,,?,16.0,16.0,17,HIGH
223,GP,M,18,U,GT3,T,2,2,other,other,home,mother,2.0,2.0,0,NO,YES,YES,NO,YES,YES,YES,NO,3,3.0,3,5,5,4.0,?,12.0,13.0,13,medium
224,GP,F, 16 ,U,GT3,T,4,4,teacher,services,home,mother,,3.0,0,no,yes,no,yes,no,yes,yes,no,5,3.0,2,1,1,5.0,0,13.0,13.0,14,high
225,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1.0,2.0,1,no,no,no,yes,yes,yes,yes,yes,5,3.0,3,1,1,4.0,16,9.0,,7,low
226,GP,F,17,U,GT3,T,3,2,other,other,course,mother,1.0,,0,NO,NO,NO,YES,NO,YES,YES,NO,5,3.0,4,1,3,3.0,10,16.0,15.0,15,high
227,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1.0,2.0,0,NO,YES,YES,NO,NO,YES,YES,NO,5,3.0,3,1,3,3.0,2,,11.0,12,MEDIUM
228,GP,M, 18 ,U,LE3,T,2,1,at_home,other,course,mother,4.0,2.0,0,YES,YES,YES,YES,YES,YES,YES,YES,4,,2,4,5,3.0,14,10.0,,9,LOW
229,GP,F,17,U,GT3,A,2,1,other,other,course,mother,2.0,3.0,0,,,,,,,,,3,2.0,3,1,2,3.0,10,12.0,10.0,12,medium
230,GP,F, 17 ,U,LE3,T,4,3,health,other,reputation,father,1.0,2.0,0, no , no , no , yes , yes , yes , yes , yes ,3,2.0,3,1,2,3.0,14,13.0,,14,high
231,GP,M,17,R,GT3,T,2,2,other,other,course,father,2.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,4,5.0,2,1,1,1.0,4,11.0,11.0,11,medium
232,GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,,2.0,0,yes,yes,no,yes,yes,yes,yes,yes,4,5.0,5,1,3,2.0,14,11.0,,9,LOW
233,GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,4,2.0,4,2,4,1.0,2,14.0,13.0, 13 ,medium
234,GP,M, 16 ,U,LE3,T,1,1,other,other,home,mother,2.0,2.0,0,no,yes,yes,no,yes,yes,yes,no,3,4.0,2,1,1,5.0,18,9.0,,6,low
235,GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2.0,3.0,0,no,no,no,yes,yes,yes,yes,yes,5,3.0,3,1,3,2.0,10,11.0,9.0,10,MEDIUM
236,GP,M,17,U,LE3,T,2,2,other,other,home,father,1.0,2.0,0,,,,,,,,,4,4.0,2,5,5,4.0,4,14.0,13.0,13,medium
237,GP,F,16,U,GT3,T,2,1,other,other,home,mother,,1.0,0,no,no,no,no,yes,yes,yes,yes,4,5.0,2,1,1,5.0,20,13.0,,12,medium
238,GP,F, 17 ,R,GT3,T,2,1,at_home,services,course,mother,3.0,,0, NO , NO , NO , YES , YES , YES , NO , NO ,2,1.0,1,1,1,3.0,2,13.0,11.0,11,medium
239,GP,M,18,U,GT3,T,2,2,other,services,reputation,father,,2.0,1,no,no,no,no,yes,no,yes,no,5,5.0,4,3,5,2.0,0,7.0,7.0,0,low
240,GP,M,17,U,LE3,T,4,3,health,other,course,mother,2.0,2.0,0, NO , NO , NO , YES , YES , YES , YES , YES ,2,5.0,5,1,4,5.0,14,12.0,,12,medium
241,GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2.0,2.0,0,no,yes,yes,no,yes,yes,yes,no,3,3.0,3,4,5,,6,10.0,11.0,12,medium
242,GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1.0,1.0,0,no,no,no,yes,no,yes,yes,no,5,4.0,5,3,3,,0,6.0,,0,low
243,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1.0,1.0,0,no,no,no,yes,yes,yes,yes,no,5,3.0,2,1,2,5.0,?,13.0,12.0,12,medium
244,GP,F,18,U,GT3,T,2,1,other,other,course,other,2.0,3.0,0,no,yes,yes,no,no,yes,yes,yes,4,4.0,4,1,1,3.0,0,,,0,low
245,GP,M, 16 ,U,GT3,T,2,1,other,other,course,mother,3.0,1.0,0,no,no,no,no,yes,yes,yes,no,4,3.0,3,1,1,4.0,6,18.0,18.0,18,high
246,GP,M,17,U,GT3,T,2,3,other,other,course,father,2.0,1.0,0,no,no,no,no,yes,yes,yes,no,5,2.0,2,1,1,2.0,4,12.0,12.0,13,medium
247,GP,M, 22 ,U,GT3,T,3,1,services,services,other,mother,,1.0,3,no,no,no,no,no,no,yes,yes,5,4.0,5,5,5,,16,6.0,,8,low
248,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1.0,2.0,1,no,yes,no,no,yes,yes,yes,yes,4,3.0,3,1,3,5.0,8,3.0,5.0,5,low
249,GP,M,16,U,GT3,T,0,2,other,other,other,mother,1.0,1.0,0,no,no,yes,no,no,yes,yes,no,4,3.0,2,2,4,5.0,0,13.0,15.0,15,high
250,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2.0,1.0,1,no,no,no,no,yes,no,yes,no,4,,5,2,4,5.0,0,6.0,8.0,8,LOW
251,GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,,2.0,0,,,,,,,,,5,3.0,3,1,3,2.0,6,7.0,10.0,10,medium
252,GP,M,18,U,GT3,T,2,1,services,services,other,mother,1.0,1.0,1,,,,,,,,,3,2.0,5,2,5,5.0,4,6.0,9.0,8,low
253,GP,M,16,R,GT3,T,2,1,other,other,course,mother,2.0,1.0,0,NO,NO,NO,YES,NO,YES,NO,NO,3,3.0,2,1,3,3.0,0,8.0,9.0,8,low
254,GP,M,17,R,GT3,T,2,1,other,other,course,mother,,1.0,0,no,no,no,no,no,yes,yes,no,4,,2,2,4,5.0,0,8.0,12.0, 12 ,medium
255,GP,M,17,U,LE3,T,1,1,health,other,course,mother,2.0,1.0,1,no,yes,no,yes,yes,yes,yes,no,4,4.0,4,1,2,5.0,2,,9.0,8,low
256,GP,F, 17 ,U,LE3,T,4,2,teacher,services,reputation,mother,1.0,4.0,0,no,yes,yes,yes,yes,yes,yes,no,4,2.0,3,1,1,,6,14.0,12.0,13,MEDIUM
257,GP,M, 19 ,U,LE3,A,4,3,services,at_home,reputation,mother,1.0,2.0,0,no,yes,no,no,yes,yes,yes,no,4,3.0,1,1,1,1.0,12,11.0,11.0,11,medium
258,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1.0,,0,NO,NO,NO,YES,YES,YES,YES,NO,5,2.0,4,1,2,,8,15.0,14.0,14,HIGH
259,GP,F,17,U,LE3,T,2,2,services,services,course,father,1.0,4.0,0, no , no , yes , yes , yes , yes , yes , yes ,3,4.0,1,1,1,2.0,0,10.0,9.0,0,low
260,GP,F,18,U,GT3,T,4,3,services,other,home,father,1.0,2.0,0,no,yes,yes,no,yes,yes,yes,yes,3,1.0,2,1,3,2.0,21,17.0,,18,HIGH
261,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1.0,2.0,0,no,yes,yes,no,no,yes,yes,no,4,3.0,2,1,1,3.0,2,8.0,8.0,8,LOW
262,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1.0,3.0,0,NO,NO,NO,YES,NO,YES,NO,NO,5,3.0,2,1,1,3.0,1,13.0,12.0,12,medium
263,GP,F,17,U,GT3,T,3,3,other,other,home,mother,1.0,3.0,0,no,no,no,yes,no,yes,no,no,3,2.0,3,1,1,4.0,4,10.0,9.0,9,low
264,GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1.0,3.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,3.0,3,1,1,3.0,0,9.0,10.0,0,low
265,GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,4,2.0,5,5,5,1.0,39,17.0,,17,high
266,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1.0,2.0,0,no,no,yes,yes,yes,yes,yes,yes,5,4.0,4,3,4,5.0,2,9.0,9.0,10,medium
267,GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2.0,2.0,0,no,no,yes,yes,yes,yes,yes,no,4,3.0,4,2,2,4.0,8,12.0,10.0,11,medium
268,GP,M,18,U,GT3,T,4,2,health,other,reputation,father,,2.0,0,no,yes,yes,yes,yes,yes,yes,yes,5,4.0,5,1,3,5.0,?,10.0,9.0, 10 ,medium
269,GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2.0,,0,no,yes,no,no,yes,no,yes,yes,4,3.0,5,1,2,3.0,0,6.0,,0,low
270,GP,F,19,U,GT3,T,3,3,other,services,home,other,1.0,,2,no,yes,yes,yes,yes,yes,yes,no,4,3.0,5,3,3,,15,9.0,,9,low
271,GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1.0,4.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,5.0,5,1,3,2.0,4,15.0,14.0,14,high
272,GP,F,18,U,LE3,T,1,1,other,other,home,mother,2.0,,0, no , yes , yes , no , no , yes , no , no ,4,4.0,3,1,1,3.0,2,11.0,11.0,11,medium
273,GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1.0,2.0,0,no,yes,yes,yes,no,yes,no,yes,3,5.0,2,2,2,1.0,2,15.0,14.0,14,high
274,GP,F, 17 ,U,GT3,T,2,4,at_home,health,reputation,mother,2.0,2.0,0,no,yes,yes,no,yes,yes,yes,yes,4,3.0,3,1,1,1.0,2,10.0,10.0,10,medium
275,GP,F,17,U,LE3,T,2,2,services,other,course,mother,2.0,2.0,0,yes,yes,yes,no,yes,yes,yes,yes,4,4.0,4,2,3,5.0,6,12.0,12.0,12,medium
276,GP,F,18,R,GT3,A,3,2,other,services,home,mother,2.0,2.0,0,NO,NO,NO,NO,NO,NO,YES,YES,4,1.0,1,1,1,5.0,75,10.0,,9,LOW
277,GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2.0,1.0,0, no , no , yes , yes , yes , yes , yes , no ,3,2.0,4,1,4,3.0,22,9.0,,9,LOW
278,GP,F, 18 ,U,GT3,T,4,4,health,health,reputation,father,1.0,2.0,1,YES,YES,NO,YES,YES,YES,YES,YES,2,,4,1,1,4.0,15,9.0,,8,low
279,GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2.0,1.0,0,no,no,yes,yes,yes,yes,yes,no,4,2.0,3,1,2,1.0,8,10.0,11.0,10,medium
280,GP,M,17,U,LE3,A,4,1,services,other,home,mother,2.0,,0,no,no,yes,yes,yes,yes,yes,yes,4,5.0,4,2,4,5.0,30,8.0,, 8 ,low
281,GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1.0,1.0,1,no,no,no,no,yes,yes,yes,no,4,4.0,4,3,4,3.0,19,11.0,,10,medium
282,GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2.0,4.0,0,,,,,,,,,5,2.0,2,1,1,3.0,1,12.0,12.0, 12 ,medium
283,GP,F, 18 ,U,GT3,T,1,1,other,other,home,mother,2.0,2.0,0,yes,no,no,yes,yes,yes,yes,no,5,4.0,4,1,1,4.0,4,8.0,9.0,10,medium
284,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1.0,2.0,0,no,yes,no,no,no,yes,yes,no,5,4.0,5,1,2,5.0,4,,9.0,11,medium
285,GP,M, 17 ,U,GT3,T,1,1,other,other,reputation,father,,2.0,0, no , no , yes , no , no , yes , yes , no ,4,3.0,3,1,2,4.0,2,12.0,10.0,11,medium
286,GP,F, 18 ,U,GT3,T,2,2,at_home,at_home,other,mother,1.0,,0,no,yes,yes,no,yes,yes,yes,no,4,3.0,3,1,2,2.0,5,18.0,18.0,19,HIGH
287,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,,3.0,0,no,yes,yes,no,yes,yes,yes,no,4,3.0,3,1,1,3.0,6,13.0,12.0,12,medium
288,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1.0,3.0,0,,,,,,,,,4,2.0,4,1,3,2.0,6,15.0,14.0,14,high
289,GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,5,4.0,3,1,1,2.0,9,15.0,13.0,15, high 
290,GP,M, 18 ,U,GT3,T,4,2,teacher,other,home,mother,1.0,2.0,0,no,yes,yes,yes,yes,yes,yes,yes,4,3.0,2,1,4,5.0,11,,11.0,11,medium
291,GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1.0,,0,no,yes,yes,no,yes,yes,yes,no,4,2.0,2,1,2,3.0,0,15.0,15.0,15,high
292,GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1.0,2.0,1,no,no,no,no,yes,yes,yes,yes,5,4.0,3,1,1,5.0,12,12.0,12.0, 13 ,medium
293,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2.0,,0,no,yes,yes,no,yes,yes,no,no,3,1.0,2,1,1,3.0,6,18.0,18.0,18, high 
294,GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2.0,3.0,0,no,yes,yes,yes,yes,yes,yes,no,5,4.0,2,1,1,4.0,?,14.0,13.0,14,high
295,GP,M, 17 ,U,GT3,T,3,3,health,other,home,mother,1.0,1.0,0, NO , YES , YES , NO , YES , YES , YES , NO ,4,4.0,3,1,3,5.0,4,14.0,12.0,11,medium
296,GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2.0,2.0,0,no,yes,yes,yes,yes,yes,yes,no,2,3.0,4,2,3,,0,10.0,9.0, 0 ,low
297,GP,F,18,U,LE3,T,4,3,other,other,home,other,2.0,2.0,0,no,yes,yes,no,yes,yes,yes,yes,4,4.0,5,1,2,2.0,?,10.0,8.0,8, low 
298,GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1.0,4.0,0,no,yes,yes,no,yes,yes,yes,no,4,3.0,3,1,1,3.0,0,14.0,13.0, 14 ,high
299,GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1.0,1.0,0,no,yes,yes,no,yes,yes,yes,yes,1,4.0,2,2,2,1.0,5,16.0,15.0,16,high
300,GP,F,18,U,LE3,A,4,4,health,other,home,mother,1.0,2.0,0,no,yes,no,no,yes,yes,yes,yes,4,2.0,4,1,1,,14,12.0,,11,medium
